"key","Age_in_years","Bike_Type","Brake_Type","Brand","Cassette","Chainrings","Color","Condition","Crankset","Department","Drivetrain_Type","Features","Fork","Frame_Number","Frame_Size","Front_Derailleur","Gear_Change_Mechanism","Gender","Handlebar_Type","Item_Weight","MPN","Material","Model","Model_Year","Number_of_Speeds","Rear_Derailleur","Saddle","Seatpost","Shifter_Style","Shifters","Stem","Suspension_Type","Tyre_Type","UPC","Vintage","Wheel_Set","Wheel_Size","context_identifier","currency","execution_id","feed_code","item_ranking","price","record_create_by","record_create_dt","site","source_country","src","starting_bid","title","total_bid","type"
"","","Hybrid Bike","","Giant","","","","Used","","","","","","","","","","","","","","","","","24 Speed","","","","","","","","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","248","AU $120.00","ebay_australia_bike","2022-10-17 17:37:11","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/144749772810?hash=item21b3c2400a:g:msgAAOSwcO1jOoyy&amdata=enc%3AAQAHAAAAoDfNm99czMw%2FJz3OkljVqweqx5TmCC4Ji9lyQaLFm7Q4hbR3pHbNgorXTP8BI%2B8dD2nfGINpLJZ1B82Jpk%2BW8siBmK2v7qyyE1rP14783d%2B7F4DAO%2FoQvVY1ZCWvaufju69UW0aGfQKLZHBkmbeyTFmlUD2TVxPSqfuiu5QOz5CQ6a5ieSep1MngHoKCEjac%2Bca7erieH646%2FPipsOmnbS8%3D%7Ctkp%3ABk9SR6T7pvD8YA",""," Giant Farrago 24 speed Hybrid Commuter bike SIZE XL","","Bikes"
"","","BMX Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","249","AU $200.00","ebay_australia_bike","2022-10-17 17:37:11","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/125553201509?hash=item1d3b8dd165:g:Bh8AAOSwJFBjQgrU&amdata=enc%3AAQAHAAAAoM7sR7tsvcuszF69ZK%2BpGGJJerBCOz0gPzo0UeRTfUuE9o83xnywllYDs%2Ft8qO99yTgoDJP1Fy2NCK61YaLdyfGUfgAnZOel9pCp06KDsdwpJyEFH65he0ZL0gnGqR48oSEp5xhA%2B8xl75NaAKbmnV%2F7dgG70dQHgKdLn0RnqXgzwoRKc5W9v3UHicgm4sVJf9i8o7gGDylbFPiAMnEj9ms%3D%7Ctkp%3ABk9SR6L7pvD8YA",""," bmx bikes used","","Bikes"
"","","Gravel Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Unisex Adults","","","","","Medium","","","","","","","Aluminium","","","","","","","","","","","","","No","","26 inch tyre","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","250","AU $190.00","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/285004435867?hash=item425b96919b:g:xNIAAOSwF3JjOk8z&amdata=enc%3AAQAHAAAAoPsbAMDu2ainMoIP7PMURXxGGAxlqJyYtuxB%2BShEHHdVFZiE1X8nAOfZEQ7Rxk3VqPOVjgFnEhZNHJbSF3Nrue9u2jt%2FSqiH6u09PnJ%2BS8GehgCi0ZO9bMAhh7sK1oj5En5DqaGKwGUrmYZN4oCoHl1IEBRhQWGqsp1ymi%2BuVyuOsIp3wFoUWyqaZcdqyi3e3x5664L0R49uFdrAlbgLZWo%3D%7Ctkp%3ABk9SR6b7pvD8YA","AU $90.00"," Giant 2600AL GXR gravel/trail bike - small/medium frame. Good condition","0","Bikes"
"","","Road Bike","Rim Brake - Mechanical","Giant","","","","New other (see details): An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second (i.e. it has a small flaw that does not affect the operation of the item such as a scratch or dent). See the seller's listing for full details and description. ","","Unisex Adults","","","","","51 cm","","Derailleur Gears","","Drop Bar","","","Composite","","","","","","","Road Bike Shifter","","","","Folding Tyres","","No","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","251","AU $950.00","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/295251281673?hash=item44be590709:g:3kYAAOSwDX1jOkDN&amdata=enc%3AAQAHAAAAoHGx%2FOn3vTPufzN8eJcfWj7vr0jk3tiIf7nkvoVAbMR38%2FIXxI0KylVhLq3KsxtPhOi0NRzv%2BIKYom%2FX8kzwJ%2Bw08dsibvlPjiY588c2wNor25VrpuEufi5%2FYqtdS0MHVxGL2RSaofz36J%2F56VoQrGqrmxbpDVEMeudUhAlk8HDrRV3JyEB1Ly%2FpTLF0dxQqGOkAl7SICfqY%2B2PD8cPbI2s%3D%7Ctkp%3ABk9SR6b7pvD8YA",""," vintage road bike Giant Cadex CFR1 Restored And Period Correct","","Bikes"
"","","Kids Bike","Coaster Brake","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Unisex Children","","Training Wheels","","","12""","","None","","Cruiser Bar","","","Aluminium","Animator","","1 Speed","","","","","","","No Suspension","","","No","","12 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","252","","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/185619132686?hash=item2b37c3310e:g:RDEAAOSwx09jQOgZ&amdata=enc%3AAQAHAAAAoJ3EHB%2F9yTXgMXUJbZqPcMG7s4Y9GejEMJvkrERN2RQAFFyAZHAjCMJ13aBLf3b9aAvQyX7CXyNvLC0XzYdtSEZCZyztUV%2BpUliBrcFkGQqIu4IUuzCyIvPcjr35nOa8mALhs6p9TILqP86jlpveJ2K0tzbYdTscOzypoAc1JBB11q9W27VsvjYjOEu7Xh4v%2B6SLh6O1Onwd%2Frx2je0G2OI%3D%7Ctkp%3ABk9SR6T7pvD8YA","AU $80.00"," Giant Animator 12"" Kids Bike Children's Bicycle with Removable Training Wheels","0","Bikes"
"","","Mountain Bike","Caliper Brake - Centre Pull","Giant","","","Grey","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Men","","","","","Large","","Derailleur Gears","","Flat Bar","","","Alloy","Shimano Positron","","21 Speed","","","","Thumb Shifter","","","Full Suspension (Front & Rear)","Tubeless Tyres","","No","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","253","","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/304660469788?hash=item46ef2dd81c:g:JMcAAOSwnXJjPpev&amdata=enc%3AAQAHAAAAoL4dH1cPHjBOshvUvwwbHHhhMouX9uDE4RJBPOTbS4dhkPx4goWledglb96TMaF4h01QecRv41YIPq3NQ5mCmR3APESRWmU2mAEg4knnHd6BWvn0nDSCOulFJfUoFAwDAoxYsI83XxM%2BWVUp9hLZyyK%2FLKDbeFJIZ2QHR6pY6YDXe3liW1aa2%2FsKZ5RIwlb1jDYBVqTsfwp6dCHxx3uPbGw%3D%7Ctkp%3ABk9SR6T7pvD8YA","AU $94.00"," mountain bike used","0","Bikes"
"","","Kids Bike","","Giant","","","Pink","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","Training Wheels","","","","","","","","","","","","","","","","","","","","","","","No","","16 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","254","","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/275502017940?hash=item4025332d94:g:w38AAOSw3OVjQ0n0&amdata=enc%3AAQAHAAAAoBmvsA%2FzDG9esiAgQkvPVaL%2B0RUY9S3FQlymB5Jm82FYWah5650eWk1wRJGyPEdXhfRQ32GujoIXjM0eT%2BvvwBqxCgfq%2FDZUe1jaYGDPgN7rQG6HFCY%2BMgrcnJChYcGzyvsx466Dok5vHyKZV14jqxWf5ioohJ%2Faf7fd1VMiZySDxDAkgIQ6Rd%2BjVjgEMhBMMjDmY%2Bc%2FqWguMvtl9HUV5VU%3D%7Ctkp%3ABk9SR6T7pvD8YA","AU $50.00"," Giant Kids Bike pink - Size 16 inch with removable training wheels ","0","Bikes"
"","","Mountain Bike","V-Brake (Direct/Linear Pull)","Giant","","","Grey","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Unisex Adults","","Adjustable Seat","","","Medium","","Derailleur Gears","","Riser Bar","","","Aluminium, Aluminium Alloy","Sedona DX","","21 Speed","","","","Trigger Shifter","","","Front","Tubular Tyres","","No","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","255","AU $195.00","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/275501982433?hash=item402532a2e1:g:6bwAAOSwMqVjOUSc&amdata=enc%3AAQAHAAAAoBVjMjsavZgu8JmKfFclRF4c6jpXje6denIPOUIIHHMUt%2BxprjzhEZEFMP%2FVnc8LZNEKPO3FaU0MpRyvEPvKYuNfipQHlGusVnaVpx9buuMa0igoG%2F3CnVkHtYtQcrrAF4w5LzLfee%2BaPkPAZgLaQNUkgZg0FFnOIF28bPMN6rQQMXA4%2FSUQCFwVKsm%2B54EEQEr8zAZtljpD%2B%2BpqHQIyrL0%3D%7Ctkp%3ABk9SR6b7pvD8YA","AU $150.00"," GIANT Sedona DX Mountain Bike M/L","0","Bikes"
"","3","Road Bike","","Giant","","","Matte Carbon / Red","Used","","Men","","","","","47 cm","","","","","","","Composite","TCR Advanced 3","2019","20 Speed","","","","","","","","Tubeless Tyres","","No","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","256","AU $1,550.00","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/334578478437?hash=item4de66e6d65:g:2tsAAOSwbjpjN9tf&amdata=enc%3AAQAHAAAAoCYrtm9AW%2FybLNYOZ7x4zNdos%2F3VRPdZUGeQw5u69t2fTZA9yiEMaKi%2BiepYcb5cKjz9MbTJmPu2mH2Tg4FtiN7WLjO4OzWGR0ZxPB6%2Fqxe4Ndx9nW%2FWSL995iunHPmJvuHwCEGtmmLM7MIK3rS5NnQl1IjnEKES%2BBOgstYgXcRjm0tbNePsKmwOhAj3zc9RXrd8DNi6BGCHi0%2F4n2ho60w%3D%7Ctkp%3ABk9SR6b7pvD8YA",""," 2019 Giant TCR Advanced 3 Road Bike - Medium Carbon Composite Tiagra 20 Spd VGC","","Bikes"
"","","Kids Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","257","AU $250.00","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/325368066623?hash=item4bc172b23f:g:3IwAAOSwfp9jO7p5&amdata=enc%3AAQAHAAAAoJfXaqr%2FKjwO37y%2FTclNITFxWUwFly2PlmceCzcGISorwdhif2JqQwet2etosoIKl88oZ7ruwrXywqzmh0qsVE1Z%2BKCSm02fmBOU1fLP4fck7kQSaKdVfsDEEnFbE0kR%2BB4ps%2FA5l%2BKiv87XXVKTj6s9%2FulXobLccOzUaLQrWRsL%2B65HGOMRceSitO3cT3Ye4AazpkxyOXm0MWUWPE7Wmds%3D%7Ctkp%3ABk9SR6T7pvD8YA",""," GIANT XTC JR 24 - KIDS BIKE - BOYS / GIRLS MINI MOUNTAIN BIKE","","Bikes"
"","0","Mountain Bike","","Giant","","","Terracotta","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","Adjustable Seat","","","Medium","","","","","","","Aluminium","","2022","10 Speed","","","","","","","Front","","","No","","29 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","258","AU $1,560.00","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/334594679370?hash=item4de765a24a:g:dpQAAOSwAHljQmoV&amdata=enc%3AAQAHAAAAoAc6YkZuoilAlRq%2FvY5160%2FVrTjnB0C0nFtg0DfPSng8Ee2ymLugZsBOlO9Xd8aqlSQBNjlNmiruIQ14fdED0NDgRomo0iz0AteNwMIRmx8%2FYoZt8NS2pT74%2B6fa7%2FvZIenoEksPspnbgXIts3OrdQjXcjNmfn1RxrfN1KJUSmfUtxdgSK0l0s6NJMs6nGI5msBPA3PmP252Kmj24OUb7%2B0%3D%7Ctkp%3ABk9SR6L7pvD8YA","AU $1,200.00"," 2022 Giant Fathom 29 2 Mountain Bike","0","Bikes"
"","","Mountain Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","259","","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/144769551716?hash=item21b4f00d64:g:BQAAAOSw3ExjQVKy&amdata=enc%3AAQAHAAAAoJtBzWiaLa9QEVGdxAJZUPuPe%2BBOpCa5HK1hWXgL6%2BpMlAgjkdzxZzosz6MWM%2BLjQfIGvYVN1Yx3Fbm1GWG5%2FvpRM5BR7M6WW0SKJRsbm%2BkbNjBFxALS7mx9nXwkDHrIJRyBiWyLm75cng2JcFADEPS5TwAMRUdAMPkeJiUCRwQXFrVrdX1kUUF%2BQkt1tMf9dLcjMiQzPh9TaR8Lakkc6iE%3D%7Ctkp%3ABk9SR6T7pvD8YA","AU $99.99"," Giant Cypress Se mountain bikes Pair His And Hers","0","Bikes"
"","8","Mountain Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Men","","","","","Large","","","","","","","Carbon Fibre","","2014","","","","","","","","","","","No","","27.5 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","260","AU $2,850.00","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/155211848888?hash=item242358dcb8:g:804AAOSwGTljQ~iO&amdata=enc%3AAQAHAAAAoDYcYEIZxRU924pAXnW5mFYfdQBaqcVED8t6RFkf4%2FbV3LlGddbIItH2e8dMtaTD%2FpanQm3TXi%2F9EGMf%2FfMgiDGxTHyrynt6C6GXOoI7OdxhWJv9Xk2yNrs2B5yTtL3q2ndfw8Qj4xNMIr5Bg%2BZZPMy1sHmq2xjxWgBfWgV00wYtJMsA8HG2fTV4eWCdmKRrzlo%2F%2Bxry4lDJqnnv%2B4xps1c%3D%7Ctkp%3ABk9SR6L7pvD8YA","AU $1,500.00"," Giant Trance Advanced 0 Large 2014","0","Bikes"
"","","BMX Bike","","Giant","","","Grey","Used","","Men","","","","","28 cm","","","","Flat Bar","","","Alloy","","","8 Speed","","","","","","","Front","","Does not apply","No","","24 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","261","AU $250.00","ebay_australia_bike","2022-10-17 17:37:12","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/185613885203?hash=item2b37731f13:g:wxUAAOSwJqdjRNzl&amdata=enc%3AAQAHAAAAoHvOqPh5dYozMp7V6t7m8oUgIKsRiQ9wpH4VKcO1YX8lkdAxmU7xQYYzYVTUZ%2BDuJdwWleSdmBKO7dVr1VvlA2rxg1Jg72Rl0LxwQTqpULsSl2MMgk7fbMQgyf7wbKme9kjGwj3zJgOEA5AbA%2FRmQwHtQ0hJA%2Fr0ZakU3zPJ4g9TGJaYz2q6p43FK1aO8PxWpac2m8c2RAhwtOhUKZiPZGU%3D%7Ctkp%3ABk9SR6D7pvD8YA",""," Giant Mountain Bike Grey/Green Kids-Teenager","","Bikes"
"","","Kids Bike","","Giant","","","Red","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","","","6 Speed","","","","","","","","","","No","","20 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","262","AU $70.00","ebay_australia_bike","2022-10-17 17:37:13","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134284213144?hash=item1f43f67b98:g:omIAAOSwOtxjQ54k&amdata=enc%3AAQAHAAAAoGG1i%2F0SBNZ5l2ktX6ObdOHZhTgy%2Bk0SzaR2SoQ3APeqDBd3sXzcq0JZ%2FjthVuEru54PYEgwU2IpUJM1j0SSr2KKyd7lTGxa2BYaBtudWND76KaWpXwJ7NDX%2Fmyj7KgZQ1C9H9GgGCI8a8tsStExs6e6BiLN5DOv5ERdB3I7ofsXyNLUkFOcnwq25eGlkyosBk2gVQ21k3zgSEb1RnKiWog%3D%7Ctkp%3ABk9SR6L7pvD8YA","AU $40.00"," Giant  XTC Kids Bike - Red","0","Bikes"
"","","Road Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","263","","ebay_australia_bike","2022-10-17 17:37:13","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/255779879363?hash=item3b8dab39c3:g:IzYAAOSw1apjQ180&amdata=enc%3AAQAHAAAAoDdub%2BxVSjOmbTJsuImDIH0oXS5HescqqpdRpiGbxcrDH%2FQ0YBGQkZ91Rv8CdgcQ5%2FwuU6gh5ZAfVb5M94J%2FF7FV6kdZ4H8ZtYjNI8x7YlQrqWHIfxLFRKFJ1N124yYxaia7zhyCQGdywXazIt1SP8wTh5TC80j8dbHL7kplRe1ABtXonf%2F9cd3jXRe0RFurgMqI7ClSZQNoFh3oylrEino%3D%7Ctkp%3ABk9SR6L7pvD8YA","AU $300.00"," Giant CADEX CFR2 vintage road bike","0","Bikes"
"","","Mountain Bike","","Giant","","","Blue","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","264","","ebay_australia_bike","2022-10-17 17:37:13","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/275496824171?hash=item4024e3ed6b:g:JSYAAOSwyvtjRkdm&amdata=enc%3AAQAHAAAAoEAQnpw9zJgxVSBsOpcioOYfJTW4G3RyERMfXGsZciJBF3wJ804llR177yjVVuUL5xDs50n5aaGHfsaIxDUErt2fJ6C1sK93jlyGwnWoZVqZZIr%2B38lusz7bC%2FfnMe3VwvoJqfTtXOuCuQBujrnmTBYynzJWVCGDWmTXeAVUbmYyy2VtORdZxD2lymmVcY7v0N7XfB020FKf2kSAMLH7ICA%3D%7Ctkp%3ABk9SR577pvD8YA","AU $220.00"," bicylce","0","Bikes"
"","","BMX Bike","","Giant","","","Grey","Used","","Men","","","","","28 cm","","","","Flat Bar","","","Alloy","","","8 Speed","","","","","","","Front","","Does not apply","No","","24 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","265","AU $250.00","ebay_australia_bike","2022-10-17 17:37:13","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/185613892528?hash=item2b37733bb0:g:x~4AAOSwBbBjROYJ&amdata=enc%3AAQAHAAAAoIJj%2BHwrd55GW2EWtpURxc704JwfcMwGt651S4jUMoc%2FNC%2Bh6SpJ6vYBP3prKXozZLC9Z5CkvRbGn7uGP9%2BoEjznXyriLa%2FtvWv4YQ6ijQdAclDfS7UrVyy%2BPqLVBpAib%2F8EGTVd6xni%2FDBjBqDbf9gp0T58lASz65U2ZwhCSta22gq09B1PH5YGpsin3wrXwtdyoZmF%2FM5cZCPJdZgGZrA%3D%7Ctkp%3ABk9SR6D7pvD8YA",""," Giant Mountain Bike Blue/White Kids-Teenager","","Bikes"
"","","City Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Women","","","","","","","","","","","","","","","","","","","","","","","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","266","","ebay_australia_bike","2022-10-17 17:37:13","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/144764912049?hash=item21b4a941b1:g:3zQAAOSwP8BjR55N&amdata=enc%3AAQAHAAAAoGLslLSYv%2FkSCwCTABqZGbYbhba94wcskybidVb2h6eaEuSjXV3EL9E0h6Xf9Josz%2FTOkAPCTtQJZdvjqdnmrIFqiOzb84pe0guURrjTDeTb56DNARJjtvh8pFtxqZO5UMVrnVLjhbLWiyhb7LN5G9fSk5HZ0joQOgr%2FHiH3gJ5ftD0r3UB6NGef8grE8%2BCI4MC1ABqbWUBGGfWPDKXFI%2Fw%3D%7Ctkp%3ABk9SR577pvD8YA","AU $40.00"," Ladies Bike","1","Bikes"
"","","BMX Bike","","Giant","","","Green","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","25 cm","","","","Flat Bar","","","","","","","","","","","","","","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","267","AU $60.00","ebay_australia_bike","2022-10-17 17:37:13","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/165722212991?hash=item2695d04a7f:g:qOUAAOSwSI5jRhto&amdata=enc%3AAQAHAAAAoNux8kgi1gvZTGvM7LeK4z3WZJjDWViNh2n8C6qO7t0ZkpUm2VD41x%2BlCB7HNp9lT5M1gl3DDltLfCrtBUxvuoVEWiH4biPEug1ycFYGB%2FqYFKqd%2BFdJbzRwl9w49zRbUiuzyLKqYykuwBhJoV35UOh55iDtj%2F%2BfBsgdg510aDRVLlXVr7sZZClbMXSh2hVd66R7T9A5uBRg4CNBdzSe54Y%3D%7Ctkp%3ABk9SR577pvD8YA",""," bicycle for kids","","Bikes"
"","11","Road Bike","","Giant","","","Silver","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","56 cm","","","","Drop Bar","","","Carbon Fibre","","2011","","","","","","","","","","","No","","","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","268","","ebay_australia_bike","2022-10-17 17:37:13","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/304659026722?hash=item46ef17d322:g:jzkAAOSw6p1jRgen&amdata=enc%3AAQAHAAAAoHFSSYt2IxwglqUO5lKD9KyJDFxMnfIE4fCeid7N4%2FG5NvBPmQO5eFNQulCQNeQvs6VY61y%2F6n%2FVDDXNqE93BnRsZwFI4tTOPidzHbgGiL7SRiDXvzBLYUEvBYjgJ73DxFlq43bLhEs0GfOPYdMXj2l6LDr5w5%2BVatVvt05ID%2Bs4pFk27z26ludbH2mrkfGe1yZ6v6ioi0%2FNGBhKpaA2KN8%3D%7Ctkp%3ABk9SR577pvD8YA","AU $1,000.00"," Giant TCR Advanced SL 0 Road Bike ML Di2","0","Bikes"
"","","Hardtail Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","","","","","","Small","","","","","","","","","","27 Speed","","","","","","","Front","","","No","","26 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","269","","ebay_australia_bike","2022-10-17 17:37:13","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/265931768891?hash=item3deac4c43b:g:dfAAAOSwKZhjRkQa&amdata=enc%3AAQAHAAAA4Lgr%2FYAFpdgEwhmlUqo5HRthikzkgidcVd%2BICnTXwxmfdBTdm4jmsknnafaCve12a7w7nsSkYrti%2FssP%2FHzfylAPl7N2iCbOct3bDPvlUtZ3JTiHP%2Br3%2F7VVk9RzZrUc4cscb%2Bl3AmOd7%2BhKhWNwCmHeuTt7zKIQgJOLDYcEph2wKVAiisHhxGOHIZE2yc9CxJbpltWw93pnOxh2UAGK9e5pgJtrytU%2F01AjFbfX77u6CPPS7AuBsZpv0c2HWK3IWf68QjRwXCJDdE5SPuWXyaTvyUQ7mOvA80fhnFchKT9p%7Ctkp%3ABk9SR577pvD8YA","AU $500.00"," Giant XTC2 hardtail 14'' small mountian bike 26'' wheels ","0","Bikes"
